index,full_name,short_name,description,output_type,parameters
1097,ee.ImageCollection.sum,sum,Reduces an image collection by calculating the sum of all values at each pixel across the stack of all matching bands. Bands are matched by name.,Image,"[{'name': 'collection', 'type': 'ImageCollection', 'details': 'The image collection to reduce.'}]"
1098,ee.ImageCollection.toArray,toArray,"Converts an image collection into an image of 2D arrays.  At each pixel, the images that have valid (unmasked) values in all bands are laid out along the first axis of the array in the order they appear in the image collection.  The bands of each image are laid out along the second axis of the array, in the order the bands appear in that image.  The array element type will be the union of the types of each band.",Image,"[{'name': 'collection', 'type': 'ImageCollection', 'details': 'Image collection to convert to an array image. Bands must have scalar values, not array values.'}]"
1099,ee.ImageCollection.toArrayPerBand,toArrayPerBand,Concatenates multiple images into a single array image. The result will be masked if any input is masked.,Image,"[{'name': 'collection', 'type': 'ImageCollection', 'details': 'Images to concatenate. A separate concatenation is done per band, so all the images must have the same dimensionality and shape per band, except length along the concatenation axis.'}, {'name': 'axis', 'type': 'Integer, default: 0', 'details': 'Axis to concatenate along; must be at least 0 and at most the minimum dimension of any band in the collection.'}]"
1100,ee.ImageCollection.toBands,toBands,Converts a collection to a single multi-band image containing all of the bands of every image in the collection.  Output bands are named by prefixing the existing band names with the image id from which it came (e.g.: 'image1_band1'). Note: The maximum number of bands is 5000,Image,"[{'name': 'collection', 'type': 'ImageCollection', 'details': 'The input collection.'}]"
1101,ee.ImageCollection.toDictionary,toDictionary,Extract properties from a feature as a dictionary.,Dictionary,"[{'name': 'element', 'type': 'Element', 'details': 'The feature to extract the property from.'}, {'name': 'properties', 'type': 'List, default: null', 'details': 'The list of properties to extract.  Defaults to all non-system properties.'}]"
1102,ee.ImageCollection.toList,toList,Returns the elements of a collection as a list.,List,"[{'name': 'collection', 'type': 'FeatureCollection', 'details': 'The input collection to fetch.'}, {'name': 'count', 'type': 'Integer', 'details': 'The maximum number of elements to fetch.'}, {'name': 'offset', 'type': 'Integer, default: 0', 'details': 'The number of elements to discard from the start. If set, (offset + count) elements will be fetched and the first offset elements will be discarded.'}]"
1103,ee.ImageCollection.union,union,Merges all geometries in a given collection into one and returns a collection containing a single feature with only an ID of 'union_result' and a geometry.,ImageCollection,"[{'name': 'collection', 'type': 'ImageCollection', 'details': 'The collection being merged.'}, {'name': 'maxError', 'type': 'ErrorMargin, default: null', 'details': 'The maximum error allowed when performing any necessary reprojections. If not specified, defaults to the error margin requested from the output.'}]"
1104,ee.initialize,initialize,"Initialize the library.  If this hasn't been called by the time any object constructor is used, it will be called then.  If this is called a second time with a different baseurl or tileurl, this doesn't do an un-initialization of e.g.: the previously loaded Algorithms, but will overwrite them and let point at alternate servers.",EMPTY,"[{'name': 'baseurl', 'type': 'String, optional', 'details': 'The Earth Engine REST API endpoint.\n\n(Python argument name: opt_url)'}, {'name': 'tileurl', 'type': 'String, optional', 'details': 'The Earth Engine REST tile endpoint, this is optional and defaults to baseurl. (JavaScript only)'}, {'name': 'successCallback', 'type': 'Function, optional', 'details': 'An optional callback to be invoked when the initialization is successful. If not provided, the initialization is done synchronously. (JavaScript only)'}, {'name': 'errorCallback', 'type': 'Function, optional', 'details': 'An optional callback to be invoked with an error if the initialization fails. (JavaScript only)'}, {'name': 'xsrfToken', 'type': 'String, optional', 'details': 'A string to pass in the ""xsrfToken"" parameter of EE API XHRs. (JavaScript only)'}, {'name': 'project', 'type': 'String, optional', 'details': 'Optional client project ID or number to use when making API calls. (Python argument name: project)'}]"
1105,ee.Join.apply,ee.Join.apply,Joins two collections.,FeatureCollection,"[{'name': 'join', 'type': 'Join', 'details': 'The join to apply; determines how the the results are constructed.'}, {'name': 'primary', 'type': 'FeatureCollection', 'details': 'The primary collection.'}, {'name': 'secondary', 'type': 'FeatureCollection', 'details': 'The secondary collection.'}, {'name': 'condition', 'type': 'Filter', 'details': 'The join condition used to select the matches from the two collections.'}]"
1106,ee.Join.inner,ee.Join.inner,"Returns a join that pairs elements from the primary collection with matching elements from the secondary collection. Each result has a 'primary' property that contains the element from the primary collection, and a 'secondary' property containing the matching element from the secondary collection. If measureKey is specified, the join measure is also attached to the object as a property.",Join,"[{'name': 'primaryKey', 'type': 'String, default: ""primary""', 'details': 'The property name used to save the primary match.'}, {'name': 'secondaryKey', 'type': 'String, default: ""secondary""', 'details': 'The property name used to save the secondary match.'}, {'name': 'measureKey', 'type': 'String, default: null', 'details': 'An optional property name used to save the measure of the join condition.'}]"
1107,ee.Join.inverted,ee.Join.inverted,Returns a join that produces the elements of the primary collection that match no elements of the secondary collection. No properties are added to the results.,Join,[]
1108,ee.Join.saveAll,ee.Join.saveAll,"Returns a join that pairs each element from the first collection with a group of matching elements from the second collection. The list of matches is added to each result as an additional property. If measureKey is specified, each match has the value of its join measure attached. Join measures are produced when withinDistance or maxDifference filters are used as the join condition.",Join,"[{'name': 'matchesKey', 'type': 'String', 'details': 'The property name used to save the matches list.'}, {'name': 'ordering', 'type': 'String, default: null', 'details': 'The property on which to sort the matches list.'}, {'name': 'ascending', 'type': 'Boolean, default: true', 'details': 'Whether the ordering is ascending.'}, {'name': 'measureKey', 'type': 'String, default: null', 'details': 'An optional property name used to save the measure of the join condition on each match.'}, {'name': 'outer', 'type': 'Boolean, default: false', 'details': 'If true, primary rows without matches will be included in the result.'}]"
1109,ee.Join.saveBest,ee.Join.saveBest,Returns a join that pairs each element from the first collection with a matching element from the second collection. The match with the best join measure is added to each result as an additional property. Join measures are produced when withinDistance or maxDifference filters are used as the join condition.,Join,"[{'name': 'matchKey', 'type': 'String', 'details': 'The key used to save the match.'}, {'name': 'measureKey', 'type': 'String', 'details': 'The key used to save the measure of the join condition on the match.'}, {'name': 'outer', 'type': 'Boolean, default: false', 'details': 'If true, primary rows without matches will be included in the result.'}]"
1110,ee.Join.saveFirst,ee.Join.saveFirst,Returns a join that pairs each element from the first collection with a matching element from the second collection. The first match is added to the result as an additional property.,Join,"[{'name': 'matchKey', 'type': 'String', 'details': 'The property name used to save the match.'}, {'name': 'ordering', 'type': 'String, default: null', 'details': 'The property on which to sort the matches before selecting the first.'}, {'name': 'ascending', 'type': 'Boolean, default: true', 'details': 'Whether the ordering is ascending.'}, {'name': 'measureKey', 'type': 'String, default: null', 'details': 'An optional property name used to save the measure of the join condition on the match.'}, {'name': 'outer', 'type': 'Boolean, default: false', 'details': 'If true, primary rows without matches will be included in the result.'}]"
1111,ee.Join.simple,ee.Join.simple,Returns a join that produces the elements of the primary collection that match any element of the secondary collection. No properties are added to the results.,Join,[]
1112,ee.Kernel.add,add,"Adds two kernels (pointwise), after aligning their centers.",Kernel,"[{'name': 'kernel1', 'type': 'Kernel', 'details': 'The first kernel.'}, {'name': 'kernel2', 'type': 'Kernel', 'details': 'The second kernel.'}, {'name': 'normalize', 'type': 'Boolean, default: false', 'details': 'Normalize the kernel.'}]"
1113,ee.Kernel.chebyshev,ee.Kernel.chebyshev,Generates a distance kernel based on Chebyshev distance (greatest distance along any dimension).,Kernel,"[{'name': 'radius', 'type': 'Float', 'details': 'The radius of the kernel to generate.'}, {'name': 'units', 'type': 'String, default: ""pixels""', 'details': ""The system of measurement for the kernel ('pixels' or 'meters'). If the kernel is specified in meters, it will resize when the zoom-level is changed.""}, {'name': 'normalize', 'type': 'Boolean, default: false', 'details': 'Normalize the kernel values to sum to 1.'}, {'name': 'magnitude', 'type': 'Float, default: 1', 'details': 'Scale each value by this amount.'}]"
1114,ee.Kernel.circle,ee.Kernel.circle,Generates a circle-shaped boolean kernel.,Kernel,"[{'name': 'radius', 'type': 'Float', 'details': 'The radius of the kernel to generate.'}, {'name': 'units', 'type': 'String, default: ""pixels""', 'details': ""The system of measurement for the kernel ('pixels' or 'meters'). If the kernel is specified in meters, it will resize when the zoom-level is changed.""}, {'name': 'normalize', 'type': 'Boolean, default: true', 'details': 'Normalize the kernel values to sum to 1.'}, {'name': 'magnitude', 'type': 'Float, default: 1', 'details': 'Scale each value by this amount.'}]"
1115,ee.Kernel.compass,ee.Kernel.circle,Generates a 3x3 Prewitt's Compass edge-detection kernel.,Kernel,"[{'name': 'magnitude', 'type': 'Float, default: 1', 'details': 'Scale each value by this amount.'}, {'name': 'normalize', 'type': 'Boolean, default: false', 'details': 'Normalize the kernel values to sum to 1.'}]"
1116,ee.Kernel.cross,ee.Kernel.circle,Generates a cross-shaped boolean kernel.,Kernel,"[{'name': 'radius', 'type': 'Float', 'details': 'The radius of the kernel to generate.'}, {'name': 'units', 'type': 'String, default: ""pixels""', 'details': ""The system of measurement for the kernel ('pixels' or 'meters'). If the kernel is specified in meters, it will resize when the zoom-level is changed.""}, {'name': 'normalize', 'type': 'Boolean, default: true', 'details': 'Normalize the kernel values to sum to 1.'}, {'name': 'magnitude', 'type': 'Float, default: 1', 'details': 'Scale each value by this amount.'}]"
1117,ee.Kernel.diamond,ee.Kernel.circle,Generates a diamond-shaped boolean kernel.,Kernel,"[{'name': 'radius', 'type': 'Float', 'details': 'The radius of the kernel to generate.'}, {'name': 'units', 'type': 'String, default: ""pixels""', 'details': ""The system of measurement for the kernel ('pixels' or 'meters'). If the kernel is specified in meters, it will resize when the zoom-level is changed.""}, {'name': 'normalize', 'type': 'Boolean, default: true', 'details': 'Normalize the kernel values to sum to 1.'}, {'name': 'magnitude', 'type': 'Float, default: 1', 'details': 'Scale each value by this amount.'}]"
1118,ee.Kernel.euclidean,ee.Kernel.circle,Generates a distance kernel based on Euclidean (straight-line) distance.,Kernel,"[{'name': 'radius', 'type': 'Float', 'details': 'The radius of the kernel to generate.'}, {'name': 'units', 'type': 'String, default: ""pixels""', 'details': ""The system of measurement for the kernel ('pixels' or 'meters'). If the kernel is specified in meters, it will resize when the zoom-level is changed.""}, {'name': 'normalize', 'type': 'Boolean, default: false', 'details': 'Normalize the kernel values to sum to 1.'}, {'name': 'magnitude', 'type': 'Float, default: 1', 'details': 'Scale each value by this amount.'}]"
1119,ee.Kernel.fixed,ee.Kernel.circle,Creates a Kernel.,Kernel,"[{'name': 'width', 'type': 'Integer, default: -1', 'details': 'The width of the kernel in pixels.'}, {'name': 'height', 'type': 'Integer, default: -1', 'details': 'The height of the kernel in pixels.'}, {'name': 'weights', 'type': 'List', 'details': 'A 2-D list of [height] x [width] values to use as the weights of the kernel.'}, {'name': 'x', 'type': 'Integer, default: -1', 'details': 'The location of the focus, as an offset from the left.'}, {'name': 'y', 'type': 'Integer, default: -1', 'details': 'The location of the focus, as an offset from the top.'}, {'name': 'normalize', 'type': 'Boolean, default: false', 'details': 'Normalize the kernel values to sum to 1.'}]"
1120,ee.Kernel.gaussian,ee.Kernel.circle,Generates a Gaussian kernel from a sampled continuous Gaussian.,Kernel,"[{'name': 'radius', 'type': 'Float', 'details': 'The radius of the kernel to generate.'}, {'name': 'sigma', 'type': 'Float, default: 1', 'details': 'Standard deviation of the Gaussian function (same units as radius).'}, {'name': 'units', 'type': 'String, default: ""pixels""', 'details': ""The system of measurement for the kernel ('pixels' or 'meters'). If the kernel is specified in meters, it will resize when the zoom-level is changed.""}, {'name': 'normalize', 'type': 'Boolean, default: true', 'details': 'Normalize the kernel values to sum to 1.'}, {'name': 'magnitude', 'type': 'Float, default: 1', 'details': 'Scale each value by this amount.'}]"
1121,ee.Kernel.inverse,ee.Kernel.circle,Returns a kernel which has each of its weights multiplicatively inverted. Weights with a value of zero are not inverted and remain zero.,Kernel,"[{'name': 'kernel', 'type': 'Kernel', 'details': 'The kernel to have its entries inverted.'}]"
1122,ee.Kernel.kirsch,ee.Kernel.circle,Generates a 3x3 Kirsch's Compass edge-detection kernel.,Kernel,"[{'name': 'magnitude', 'type': 'Float, default: 1', 'details': 'Scale each value by this amount.'}, {'name': 'normalize', 'type': 'Boolean, default: false', 'details': 'Normalize the kernel values to sum to 1.'}]"
1123,ee.Kernel.laplacian4,ee.Kernel.circle,Generates a 3x3 Laplacian-4 edge-detection kernel.,Kernel,"[{'name': 'magnitude', 'type': 'Float, default: 1', 'details': 'Scale each value by this amount.'}, {'name': 'normalize', 'type': 'Boolean, default: false', 'details': 'Normalize the kernel values to sum to 1.'}]"
1124,ee.Kernel.laplacian8,ee.Kernel.circle,Generates a 3x3 Laplacian-8 edge-detection kernel.,Kernel,"[{'name': 'magnitude', 'type': 'Float, default: 1', 'details': 'Scale each value by this amount.'}, {'name': 'normalize', 'type': 'Boolean, default: false', 'details': 'Normalize the kernel values to sum to 1.'}]"
1125,ee.Kernel.manhattan,ee.Kernel.circle,Generates a distance kernel based on rectilinear (city-block) distance.,Kernel,"[{'name': 'radius', 'type': 'Float', 'details': 'The radius of the kernel to generate.'}, {'name': 'units', 'type': 'String, default: ""pixels""', 'details': ""The system of measurement for the kernel ('pixels' or 'meters'). If the kernel is specified in meters, it will resize when the zoom-level is changed.""}, {'name': 'normalize', 'type': 'Boolean, default: false', 'details': 'Normalize the kernel values to sum to 1.'}, {'name': 'magnitude', 'type': 'Float, default: 1', 'details': 'Scale each value by this amount.'}]"
1126,ee.Kernel.octagon,ee.Kernel.circle,Generates an octagon-shaped boolean kernel.,Kernel,"[{'name': 'radius', 'type': 'Float', 'details': 'The radius of the kernel to generate.'}, {'name': 'units', 'type': 'String, default: ""pixels""', 'details': ""The system of measurement for the kernel ('pixels' or 'meters'). If the kernel is specified in meters, it will resize when the zoom-level is changed.""}, {'name': 'normalize', 'type': 'Boolean, default: true', 'details': 'Normalize the kernel values to sum to 1.'}, {'name': 'magnitude', 'type': 'Float, default: 1', 'details': 'Scale each value by this amount.'}]"
1127,ee.Kernel.plus,ee.Kernel.circle,Generates a plus-shaped boolean kernel.,Kernel,"[{'name': 'radius', 'type': 'Float', 'details': 'The radius of the kernel to generate.'}, {'name': 'units', 'type': 'String, default: ""pixels""', 'details': ""The system of measurement for the kernel ('pixels' or 'meters'). If the kernel is specified in meters, it will resize when the zoom-level is changed.""}, {'name': 'normalize', 'type': 'Boolean, default: true', 'details': 'Normalize the kernel values to sum to 1.'}, {'name': 'magnitude', 'type': 'Float, default: 1', 'details': 'Scale each value by this amount.'}]"
1128,ee.Kernel.prewitt,ee.Kernel.circle,Generates a 3x3 Prewitt edge-detection kernel.,Kernel,"[{'name': 'magnitude', 'type': 'Float, default: 1', 'details': 'Scale each value by this amount.'}, {'name': 'normalize', 'type': 'Boolean, default: false', 'details': 'Normalize the kernel values to sum to 1.'}]"
1129,ee.Kernel.rectangle,ee.Kernel.circle,Generates a rectangular-shaped kernel.,Kernel,"[{'name': 'xRadius', 'type': 'Float', 'details': 'The horizontal radius of the kernel to generate.'}, {'name': 'yRadius', 'type': 'Float', 'details': 'The vertical radius of the kernel to generate.'}, {'name': 'units', 'type': 'String, default: ""pixels""', 'details': 'The system of measurement for the kernel (""pixels"" or ""meters""). If the kernel is specified in meters, it will resize when the zoom-level is changed.'}, {'name': 'normalize', 'type': 'Boolean, default: true', 'details': 'Normalize the kernel values to sum to 1.'}, {'name': 'magnitude', 'type': 'Float, default: 1', 'details': 'Scale each value by this amount.'}]"
1130,ee.Kernel.roberts,ee.Kernel.circle,Generates a 2x2 Roberts edge-detection kernel.,Kernel,"[{'name': 'magnitude', 'type': 'Float, default: 1', 'details': 'Scale each value by this amount.'}, {'name': 'normalize', 'type': 'Boolean, default: false', 'details': 'Normalize the kernel values to sum to 1.'}]"
1131,ee.Kernel.rotate,ee.Kernel.circle,Creates a Kernel.,Kernel,"[{'name': 'kernel', 'type': 'Kernel', 'details': 'The kernel to be rotated.'}, {'name': 'rotations', 'type': 'Integer', 'details': 'Number of 90 deg. rotations to make (negative numbers rotate counterclockwise).'}]"
1132,ee.Kernel.sobel,ee.Kernel.circle,Generates a 3x3 Sobel edge-detection kernel.,Kernel,"[{'name': 'magnitude', 'type': 'Float, default: 1', 'details': 'Scale each value by this amount.'}, {'name': 'normalize', 'type': 'Boolean, default: false', 'details': 'Normalize the kernel values to sum to 1.'}]"
1133,ee.Kernel.square,ee.Kernel.circle,Generates a square-shaped boolean kernel.,Kernel,"[{'name': 'radius', 'type': 'Float', 'details': 'The radius of the kernel to generate.'}, {'name': 'units', 'type': 'String, default: ""pixels""', 'details': ""The system of measurement for the kernel ('pixels' or 'meters'). If the kernel is specified in meters, it will resize when the zoom-level is changed.""}, {'name': 'normalize', 'type': 'Boolean, default: true', 'details': 'Normalize the kernel values to sum to 1.'}, {'name': 'magnitude', 'type': 'Float, default: 1', 'details': 'Scale each value by this amount.'}]"
1134,ee.List,ee.List,Constructs a new list.,List,"[{'name': 'list', 'type': 'List', 'details': 'A list or a computed object.'}]"
1135,ee.List.add,add,Appends the element to the end of list.,List,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'element', 'type': 'Object', 'details': ''}]"
1136,ee.List.aside,aside,"Calls a function passing this object as the first argument, and returning itself. Convenient e.g. when debugging:",ComputedObject,"[{'name': 'computedobject', 'type': 'ComputedObject', 'details': 'The ComputedObject instance.'}, {'name': 'func', 'type': 'Function', 'details': 'The function to call.'}, {'name': 'var_args', 'type': 'VarArgs', 'details': 'Any extra arguments to pass to the function.'}]"
1137,ee.List.cat,cat,Concatenates the contents of other onto list.,List,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'other', 'type': 'List', 'details': ''}]"
1138,ee.List.contains,contains,Returns true if list contains element.,Boolean,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'element', 'type': 'Object', 'details': ''}]"
1139,ee.List.containsAll,containsAll,"Returns true if list contains all of the elements of other, regardless of order.",Boolean,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'other', 'type': 'List', 'details': ''}]"
1140,ee.List.distinct,distinct,Returns a copy of list without duplicate elements.,List,"[{'name': 'list', 'type': 'List', 'details': ''}]"
1141,ee.List.equals,equals,"Returns true if list contains the same elements as other, in the same order.",Boolean,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'other', 'type': 'List', 'details': ''}]"
1142,ee.List.evaluate,evaluate,Asynchronously retrieves the value of this object from the server and passes it to the provided callback function.,EMPTY,"[{'name': 'computedobject', 'type': 'ComputedObject', 'details': 'The ComputedObject instance.'}, {'name': 'callback', 'type': 'Function', 'details': 'A function of the form function(success, failure), called when the server returns an answer. If the request succeeded, the success argument contains the evaluated result.  If the request failed, the failure argument will contains an error message.'}]"
1143,ee.List.filter,filter,"Filters a list to only the elements that match the given filter. To filter list items that aren't images or features, test a property named 'item', e.g.: ee.Filter.gt('item', 3)",List,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'filter', 'type': 'Filter', 'details': ''}]"
1144,ee.List.flatten,flatten,Flattens any sublists into a single list.,List,"[{'name': 'list', 'type': 'List', 'details': ''}]"
1145,ee.List.frequency,frequency,Returns the number of elements in list equal to element.,Integer,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'element', 'type': 'Object', 'details': ''}]"
1146,ee.List.get,get,Returns the element at the specified position in list.  A negative index counts backwards from the end of the list.,Object,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'index', 'type': 'Integer', 'details': ''}]"
1147,ee.List.getArray,getArray,"Returns the array at the specified position in list.  A negative index counts backwards from the end of the list. If the value is not a array, an error will occur.",Array,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'index', 'type': 'Integer', 'details': ''}]"
1148,ee.List.getGeometry,getGeometry,"Returns the geometry at the specified position in list.  A negative index counts backwards from the end of the list. If the value is not a geometry, an error will occur.",Geometry,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'index', 'type': 'Integer', 'details': ''}]"
1149,ee.List.getInfo,getInfo,Retrieves the value of this object from the server.,Object,"[{'name': 'computedobject', 'type': 'ComputedObject', 'details': 'The ComputedObject instance.'}, {'name': 'callback', 'type': 'Function, optional', 'details': 'An optional callback. If not supplied, the call is made synchronously.'}]"
1150,ee.List.getNumber,getNumber,"Returns the number at the specified position in list.  A negative index counts backwards from the end of the list. If the value is not a number, an error will occur.",Number,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'index', 'type': 'Integer', 'details': ''}]"
1151,ee.List.getString,getString,"Returns the string at the specified position in list.  A negative index counts backwards from the end of the list. If the value is not a string, an error will occur.",String,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'index', 'type': 'Integer', 'details': ''}]"
1152,ee.List.indexOf,indexOf,"Returns the position of the first occurrence of target in list, or -1 if list does not contain target.",Integer,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'element', 'type': 'Object', 'details': ''}]"
1153,ee.List.indexOfSublist,indexOfSublist,"Returns the starting position of the first occurrence of target within list, or -1 if there is no such occurrence.",Integer,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'target', 'type': 'List', 'details': ''}]"
1154,ee.List.insert,insert,Inserts element at the specified position in list. A negative index counts backwards from the end of the list.,List,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'index', 'type': 'Integer', 'details': ''}, {'name': 'element', 'type': 'Object', 'details': ''}]"
1155,ee.List.iterate,iterate,"Iterate an algorithm over a list.  The algorithm is expected to take two objects, the current list item, and the result from the previous iteration or the value of first for the first iteration.",Object,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'function', 'type': 'Algorithm', 'details': ''}, {'name': 'first', 'type': 'Object', 'details': ''}]"
1156,ee.List.join,join,Returns a string containing the elements of the list joined together with the specified separator between elements.,String,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'separator', 'type': 'String, default: """"', 'details': ''}]"
1157,ee.List.lastIndexOfSubList,lastIndexOfSubList,"Returns the starting position of the last occurrence of target within list, or -1 if there is no such occurrence.",Integer,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'target', 'type': 'List', 'details': ''}]"
1158,ee.List.length,length,Returns the number of elements in list.,Integer,"[{'name': 'list', 'type': 'List', 'details': ''}]"
1159,ee.List.map,map,Map an algorithm over a list.  The algorithm is expected to take an Object and return an Object.,List,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'baseAlgorithm', 'type': 'Algorithm', 'details': ''}, {'name': 'dropNulls', 'type': 'Boolean, default: false', 'details': 'If true, the mapped algorithm is allowed to return nulls, and the elements for which it returns nulls will be dropped.'}]"
1160,ee.List.reduce,reduce,"Apply a reducer to a list.  If the reducer takes more than 1 input, then each element in the list is assumed to be a list of inputs.  If the reducer returns a single output, it is returned directly, otherwise returns a dictionary containing the named reducer outputs.",Object,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'reducer', 'type': 'Reducer', 'details': ''}]"
1161,ee.List.remove,remove,"Removes the first occurrence of the specified element from list, if it is present.",List,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'element', 'type': 'Object', 'details': ''}]"
1162,ee.List.removeAll,removeAll,Removes from list all of the elements that are contained in other list.,List,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'other', 'type': 'List', 'details': ''}]"
1163,ee.List.repeat,ee.List.repeat,Returns a new list containing value repeated count times.,List,"[{'name': 'value', 'type': 'Object', 'details': ''}, {'name': 'count', 'type': 'Integer', 'details': ''}]"
1164,ee.List.replace,replace,Replaces the first occurrence of oldVal in list with newVal.,List,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'oldval', 'type': 'Object', 'details': ''}, {'name': 'newval', 'type': 'Object', 'details': ''}]"
1165,ee.List.replaceAll,replaceAll,Replaces all occurrences of oldVal in list with newVal.,List,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'oldval', 'type': 'Object', 'details': ''}, {'name': 'newval', 'type': 'Object', 'details': ''}]"
1166,ee.List.reverse,reverse,Reverses the order of the elements in list.,List,"[{'name': 'list', 'type': 'List', 'details': ''}]"
1167,ee.List.rotate,rotate,Rotates the elements of the list by the specified distance.,List,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'distance', 'type': 'Integer', 'details': ''}]"
1168,ee.List.sequence,sequence,"Generate a sequence of numbers from start to end (inclusive) in increments of step, or in count equally-spaced increments.  If end is not specified it is computed from start + step * count, so at least one of end or count must be specified.",List,"[{'name': 'start', 'type': 'Number', 'details': ''}, {'name': 'end', 'type': 'Number, default: null', 'details': ''}, {'name': 'step', 'type': 'Number, default: 1', 'details': ''}, {'name': 'count', 'type': 'Integer, default: null', 'details': ''}]"
1170,ee.List.set,set,Replaces the value at the specified position in list with element.  A negative index counts backwards from the end of the list.,List,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'index', 'type': 'Integer', 'details': ''}, {'name': 'element', 'type': 'Object', 'details': ''}]"
1171,ee.List.shuffle,shuffle,"Randomly permute the specified list.  Note that the permutation order will always be the same for any given seed, unless the value for seed is 'false'.",List,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'seed', 'type': 'Object, default: null', 'details': ""A long integer to use as a seed for the randomization.  If the boolean value of 'false' is passed, then a completely random and unreproducible order will be generated.""}]"
1172,ee.List.size,size,Returns the number of elements in list.,Integer,"[{'name': 'list', 'type': 'List', 'details': ''}]"
1173,ee.List.slice,slice,"Returns a portion of list between the start index, inclusive, and end index, exclusive.  Negative values for start or end count backwards from the end of the list.  Values greater than the size of the list are legal but are truncated to the size of list.",List,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'start', 'type': 'Integer', 'details': ''}, {'name': 'end', 'type': 'Integer, default: null', 'details': ''}, {'name': 'step', 'type': 'Integer, default: null', 'details': ''}]"
1174,ee.List.sort,sort,"Sorts the list into ascending order.  If the 'keys' argument is provided, then it is sorted first, and the elements of 'list' are placed in the same order.",List,"[{'name': 'list', 'type': 'List', 'details': 'The list to sort.'}, {'name': 'keys', 'type': 'List, default: null', 'details': ""Optional keys to sort by.  If 'keys' is provided, it must have the same length as 'list'.""}]"
1175,ee.List.splice,splice,"Starting at the start index, removes count elements from list and insert the contents of other at that location.  If start is negative, it counts backwards from the end of the list.",List,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'start', 'type': 'Integer', 'details': ''}, {'name': 'count', 'type': 'Integer', 'details': ''}, {'name': 'other', 'type': 'List, default: null', 'details': ''}]"
1176,ee.List.swap,swap,Swaps the elements at the specified positions.  A negative position counts backwards from the end of the list.,List,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'pos1', 'type': 'Integer', 'details': ''}, {'name': 'pos2', 'type': 'Integer', 'details': ''}]"
1177,ee.List.unzip,unzip,"Transposes a list of lists, extracting the first element of each inner list into one list the second elements into another, etc., up to the length of the shortest inner list. The remaining items are discarded. The result is a list of lists.",List,"[{'name': 'list', 'type': 'List', 'details': ''}]"
1178,ee.List.zip,zip,"Pairs the elements of two lists to create a list of two-element lists.  When the input lists are of different sizes, the final list has the same size as the shortest one.",List,"[{'name': 'list', 'type': 'List', 'details': ''}, {'name': 'other', 'type': 'List', 'details': ''}]"
