id,name,content,summarization,scope,task_nlp,Matched Corpus Names,theme,categories
9960,script_66214,"该脚本主要针对时间加倍算法进行了空间分析和油菜花指数计算，包括以下主要内容：

1. 导入了MODIS和Landsat影像数据集，进行了时间加倍算法的运行和影像合成。
2. 计算了油菜花指数和冬季作物指数，并使用地物覆盖数据进行油菜花提取和目视分析。
3. 使用参考数据集进行目视分析，包括了通过加减号逐一浏览参考数据和可视化选定日期的影像。

该脚本主要用于时间序列影像处理和油菜花指数计算，以及通过参考数据进行目视分析。",该文段讨论了利用MODIS和Landsat影像数据进行土地利用/覆盖分类的时间序列变化监测。通过时间序列影像数据，结合光谱特征和植被指数，实现了对不同作物类型的识别和监测，为农业生产提供了重要的数据支持。,"(1) 时间范围：无
(2) 地理范围：无
(3) 主题任务：时间序列影像处理和油菜花指数计算",油菜花指数计算,农作物种植面积计算,4,农作物植被指数计算
9961,script_6629,"该脚本主要针对东北地区的农作物类型进行了空间分析和可视化，包括以下主要内容：

1. 导入了东北地区的行政区划和农作物类型的遥感影像数据。
2. 对农作物类型进行了筛选和分类，生成了不同类型农作物的矢量数据。
3. 使用MODIS遥感影像数据计算了2018年4月至10月期间的NDVI指数，并对不同农作物类型进行了空间裁剪和合成。
4. 计算了各农作物类型的平均NDVI值，并导出了每个行政区划的农作物类型和平均NDVI值的数据表。

这个脚本主要用于分析东北地区不同农作物类型的空间分布和生长情况。",使用MODIS数据，分析2018年4月10日的NDVI指数，研究不同作物类型的生长情况和空间分布。结果显示不同作物类型的NDVI值有所不同，反映了它们在同一地区的生长状况和空间分布。,"(1) 时间范围：2018年4月至10月期间
(2) 地理范围：东北地区
(3) 主题任务：农作物类型的空间分布和生长情况分析",农作物生长状况分析,农作物生长状况预测,4,农作物生长状况评估/预测
9962,script_68108,"该脚本主要针对乌克兰敖德萨州的作物类型进行了分析和可视化，包括以下主要内容：

1. 选择了Sentinel 2的输入数据集。
2. 根据位置和日期进行了数据筛选。
3. 选择了每个日期的一张适当范围的图像。
4. 将裁剪后的图像导出到Google Cloud以便通过R进行进一步处理。
5. 使用Google Earth Engine创建了敖德萨州作物的地图，以便与R的结果进行比较。
6. 使用无监督分类（K均值）创建了每个月份的作物类型聚类。
7. 展示了敖德萨州每个月份的作物类型地图，并添加了图例以说明不同颜色代表的作物类型。

这个脚本主要用于对敖德萨州的作物类型进行空间分析和可视化，以便进行地理信息科学的研究和农业监测。",该文段介绍了使用Sentinel 2卫星数据和Google Earth Engine平台，对不同地区的作物覆盖进行监测和分析。通过遥感影像处理和K值分类，实现了对不同作物类型的识别和监测，为农业生产提供了重要的信息支持。,"(1) 时间范围：每个月份
(2) 地理范围：乌克兰敖德萨州
(3) 主题任务：作物类型空间分析",作物类型识别,农作物物侯特征分析,4,农作物提取与分类
9963,script_68424,"该脚本主要针对山东省冬小麦的生长趋势进行了分析和可视化，包括以下主要内容：

1. 导入了山东省的冬小麦分布数据和Sentinel-2影像数据。
2. 通过用户输入的时间段和日期，计算了冬小麦生长趋势的变化。
3. 使用NDVI指数分析了当前时间段和过去时间段的冬小麦生长情况，并生成了相应的NDVI中位数合成影像。
4. 进行了长期异常分析，计算了不同年份的NDVI中位数合成影像，展示了冬小麦生长趋势的变化。
5. 最终通过差值模型和分级分析，得出了冬小麦生长趋势的等级，并进行了可视化展示。

该脚本通过Google Earth Engine对冬小麦生长趋势进行了全面的空间分析和可视化，为农业生产和土地利用提供了重要的数据支持。",该文段介绍了利用Sentinel-2遥感数据和NDVI指数分析农田植被覆盖情况。通过Google Earth Engine平台，对不同地区的农田进行监测，发现植被覆盖变化。该技术可用于农业生产和环境监测。,"(1) 时间范围：当前时间段和过去时间段
(2) 地理范围：山东省
(3) 主题任务：冬小麦生长趋势分析",冬小麦生长趋势分析,农田干旱情况分析,4,农作物生长状况评估/预测
9964,script_68425,"该脚本主要包括以下主要内容：

1. 导入了山西和山东地区的冬小麦分布图像数据。
2. 通过用户输入的日期和年份范围，计算了当前时间段和过去时间段的生长趋势。
3. 对指定地区进行了NDVI指数的计算和可视化，展示了当前和过去时间段的植被指数变化。
4. 使用云概率数据对图像进行了云去除处理，并进行了NDVI中位数合成图像的生成。
5. 对当前和过去时间段的NDVI中位数合成图像进行了比较分析，得到了植被生长的同比或距平结果。
6. 最终对植被生长结果进行了分级和可视化，并导出了结果图像到Google Drive。

该脚本主要针对冬小麦生长趋势的分析和可视化，涉及了时间段的选择、植被指数计算、云去除处理和结果可视化等任务。",该文段描述了利用遥感数据进行NDVI指数分析的过程。通过遥感图像，对不同时间和地点的NDVI指数进行比较，以评估植被覆盖度和变化情况。数据分析结果存储在Google Drive中。,"(1) 时间范围：当前时间段和过去时间段
(2) 地理范围：山西和山东地区
(3) 主题任务：冬小麦生长趋势的分析和可视化",冬小麦生长趋势分析,农田干旱情况分析,4,农作物生长状况评估/预测
9965,script_69044,"该脚本主要针对阿尔及利亚灌溉区域的快速范围分析，包括以下主要内容：

1. 导入了阿尔及利亚的研究区域地理数据。
2. 设置了地图中心和感兴趣的时间段。
3. 定义了云阈值和可视化参数。
4. 加载了Sentinel 2数据集并进行了预处理，包括云遮罩和合成处理。
5. 添加了NDMI和NDWI波段，并进行了可视化。
6. 使用无监督分类器对Sentinel 2图像进行了分类，并将结果与Sentinel 1 SAR数据集合并。
7. 计算了分类图像中灌溉区域的面积，并将结果导出到Google Drive进行进一步分析。",该文段主要讨论了利用Sentinel 2和Sentinel 1 SAR数据进行土地利用覆盖分类和监测。通过NDMI和NDWI指数分析水资源和植被状况，结合Google Drive进行数据存储和共享。研究地点和时间未明确提及。,"(1) 时间范围：无
(2) 地理范围：阿尔及利亚
(3) 主题任务：灌溉区域的快速范围分析",灌溉区域提取,农作物灌溉区域分析,4,农作物灌溉区域分析
9966,script_70331,"该脚本主要针对马里莫普提地区的农业面积变化进行了分析和可视化，包括以下主要内容：

1. 导入了莫普提地区的感兴趣区域数据。
2. 设定了2016至2019年的农业生长周期时间变量。
3. 创建了下载Sentinel-2影像集的函数，并添加了NDVI（归一化植被指数）波段。
4. 分别计算了2021年三个农业生长周期内的NDVI中位数和最大值，并获取了感兴趣区域内的最小和最大NDVI值。
5. 将创建的栅格堆叠成一个三波段影像，并在地图上添加了2021年的NDVI可视化图层。
6. 最后，将结果导出为Google Drive中的图像。

这个脚本主要用于评估冲突对农业的影响，通过比较2019年之前的农业面积情况来评估冲突对农业的影响。",该文段描述了利用Sentinel-2卫星数据进行2016-2019年间乌兹别克斯坦农业NDVI变化分析。通过比较2019年前后的NDVI值，揭示了农业活动对土地利用的影响。数据存储在Google Drive中，用于生成2021年的NDVI图像。,"(1) 时间范围：2016至2019年
(2) 地理范围：马里莫普提地区
(3) 主题任务：农业面积变化分析",农业面积变化分析,农作物种植区域变化分析,4,农作物种植区域变化分析
9967,script_71638,"该脚本主要针对中国特定地区的轮作情况进行了分析和可视化，包括以下主要内容：

1. 导入了2015年至2019年的轮作遥感影像数据。
2. 使用GFSAD30数据集进行作物分类，并裁剪到中国特定地区。
3. 对每年的轮作影像进行了数据处理，包括无效值填充、掩膜更新和类型转换。
4. 将处理后的影像合成为影像集合，并进行裁剪和类型转换。
5. 对轮作影像进行了重分类，并根据作物分类结果进行了抽样。
6. 在地图上添加了抽样点和轮作影像的可视化图层，并将抽样结果导出为CSV文件。

该脚本主要用于分析中国特定地区的轮作情况，并通过抽样点和可视化图层展示了轮作类型的空间分布。","该文段总结如下：
在俄罗斯，使用GFSAD30数据集分析2015-2019年的土地利用变化，评估了农作物种植面积和产量变化，发现对粮食作物和油菜籽产生了显著影响。利用地图和CSV文件展示了土地利用变化的空间分布和趋势。","(1) 时间范围：2015年至2019年
(2) 地理范围：中国特定地区
(3) 主题任务：轮作情况分析",农作物轮种情况分析,农作物灌溉区域分析,4,农作物种植区域变化分析
9969,script_73279,"该脚本主要针对新西兰的奶牛放牧地区进行了空间分析和数据提取，包括以下主要内容：

1. 导入了新西兰的地理数据，并创建了相关地区的遮罩。
2. 使用MODIS数据集进行NDVI和EVI的提取和处理。
3. 对2016、2012和2008年的奶牛放牧地区进行了NDVI和EVI的分析，并计算了各百分位数的值。
4. 将分析结果导出为CSV文件，包括系统索引、时间、地区名称、NDVI和EVI的百分位数值等信息。",该文研究利用MODIS数据提取2016、2012、2008年不同地区的NDVI和EVI指数，分析植被覆盖变化。数据以CSV格式存储，包括植被指数数值和地理位置信息。,"(1) 时间范围：2016、2012和2008年
(2) 地理范围：新西兰的奶牛放牧地区
(3) 主题任务：空间分析和数据提取",牧场空间分析,牧场质量分析,4,牧场质量分析
9970,script_73364,"该脚本主要针对阿根廷土库曼地区的马铃薯种植情况进行了分析和可视化，包括以下主要内容：

1. 导入了土库曼地区的地理数据和马铃薯种植区域的边界。
2. 使用哨兵2号卫星图像数据，分别分析了2019年6月至10月的马铃薯种植区域的遥感影像。
3. 计算了每月的云覆盖百分比，并过滤了云覆盖较少的影像。
4. 提取了每月的马铃薯种植区域的多光谱波段数据，并生成了多时相的马铃薯种植区域合成影像。
5. 计算了每月的归一化植被指数（NDVI）和归一化水体指数（MNDWI），并进行了可视化展示。
6. 使用随机森林分类器对马铃薯种植区域进行了分类，并生成了分类结果的可视化图层。
7. 生成了分类结果的混淆矩阵，并计算了分类的精度和Kappa系数。

这些分析和可视化结果有助于了解土库曼地区马铃薯种植的时空分布情况和变化趋势。",该文段描述了利用遥感数据对植被覆盖和水体变化进行监测。使用NDVI和MNDWI指数分析2019年6月10日的植被和水体变化，通过Kappa系数评估监测结果的准确性。研究区域包括农田和水域，对植被和水体进行监测和分析。,"(1) 时间范围：2019年6月至10月
(2) 地理范围：阿根廷土库曼地区
(3) 主题任务：马铃薯种植区域的遥感影像分析",土豆种植区域识别,农作物种植面积计算,4,农作物提取与分类
9972,script_74191,"该脚本主要针对越南北部水稻种植区的早晚稻田地图制作进行了空间分析和可视化，包括以下主要内容：

1. 导入了越南北部水稻种植区的地理数据，并加载了Sentinel-1 C波段SAR地面范围图像集。
2. 对图像集进行了云过滤和选择特定极化方向的图像。
3. 对不同日期的图像进行了滤波和平滑处理，创建了VV和VH波段的图像堆栈。
4. 应用了水稻遮罩，对图像进行了遮罩处理。
5. 进行了时间序列分析，绘制了VV和VH波段的后向散射系数随时间的变化趋势图。
6. 使用K均值聚类算法对处理后的图像进行了聚类，并导出了聚类结果的图像。

这个脚本主要用于分析和可视化越南北部水稻种植区的早晚稻田地图，以便进行相关决策和监测。",该文段讨论了利用Sentinel-1 C SAR数据进行水稻监测的方法。通过分析VV和VH极化图像，利用K值分割算法提取水稻信息，实现了水稻生长状态的监测。,"(1) 时间范围：不适用
(2) 地理范围：越南北部水稻种植区
(3) 主题任务：空间分析和可视化",水稻种植区早晚稻田地图制作,农作物灌溉区域分析,4,农作物提取与分类
9973,script_74250,"该脚本主要针对印度Kendujhar地区的水稻种植情况进行了分析和可视化，包括以下主要内容：

1. 导入了Kendujhar地区的地理数据，并在Google Earth Engine中进行了可视化展示。
2. 使用Sentinel-2和Sentinel-1数据集进行了云掩膜处理和植被指数计算。
3. 计算了水稻种植区域和临时水域，并通过SAR数据进行了时间平滑处理。
4. 使用数学模型计算了SPRI（水稻种植风险指数）并进行了可视化展示。
5. 最后，通过计算面积，得出了水稻种植区域的面积（以公顷为单位）。

这个脚本主要关注了Kendujhar地区的水稻种植风险指数的计算和可视化展示。",使用Google Earth Engine和Sentinel-2、Sentinel-1数据，对印度Kendujhar地区的水稻和小麦进行了时空监测。利用SAR数据分析了水稻灌溉情况，通过SPRI模型识别了水稻和小麦种植分布。研究结果可为农业生产提供支持。,"(1) 时间范围：无
(2) 地理范围：印度Kendujhar地区
(3) 主题任务：水稻种植风险指数计算和可视化展示",水稻种植面积计算；水稻种植风险指数SPRI计算,农作物种植面积计算,4,农作物种植面积计算
9974,script_74277,"该脚本主要针对越南北部稻田的早晚稻区域进行了地块级的时序SAR数据分析和可视化，包括以下主要内容：

1. 导入了越南北部地区的地理数据和稻田遮罩。
2. 使用Sentinel-1 C波段SAR数据集进行了云过滤和日期筛选，生成了VV和VH波段的时序影像。
3. 对时序影像进行了平滑处理和波段叠加，生成了VV和VH波段的时序叠加影像。
4. 对叠加影像进行了稻田遮罩处理，并进行了时序的VV和VH数据可视化和分析。
5. 使用K均值聚类算法对VV和VH波段的叠加影像进行了聚类分析，并导出了聚类结果的图像。

这个脚本主要用于分析越南北部稻田的时序SAR数据，以便进行稻田生长监测和农作物分类等相关任务。",利用Sentinel-1 C SAR数据，通过K-means算法分析VV和VH极化数据，实现对不同作物类型的监测和分类，提高了对植被覆盖和土壤湿度的监测精度。,"(1) 时间范围：无
(2) 地理范围：越南北部地区
(3) 主题任务：时序SAR数据分析",农作物生长监测；,农作物生长状况预测,4,农作物生长状况评估/预测
9975,script_74299,"该脚本主要针对印度拉贾斯坦邦的土地利用和土地覆盖进行了分析和可视化，包括以下主要内容：

1. 导入了印度土地利用/土地覆盖数据和拉贾斯坦邦的行政区划数据。
2. 使用K均值聚类算法对MODIS影像进行了土地覆盖分类，并可视化了分类结果。
3. 创建了地块范围的图层，并对特定地块进行了筛选和可视化。
4. 计算了玉米和黑豆种植面积，并导出了相应的数据表。
5. 分析了植被生产力（GPP）的异常变化，并计算了玉米和黑豆种植区域的GPP异常值。
6. 通过柱状图可视化了玉米和黑豆种植区域的GPP异常情况，展示了不同年份的变化趋势。

这个脚本主要用于分析和监测印度拉贾斯坦邦特定地区的农作物种植情况和植被生产力异常变化。",这段文本主要讨论了地质勘探中的地图数据分析，包括地图图层的叠加和分析、边界数据的提取和地质图的绘制。通过对地图数据的处理，可以得到不同地质特征的分布情况，为地质勘探提供支持。,"(1) 时间范围：无
(2) 地理范围：印度拉贾斯坦邦
(3) 主题任务：土地利用和土地覆盖分析",农作物生长监测；,农作物生长状况预测,4,农作物生长状况评估/预测
9976,script_74339,"该脚本主要针对印度Kalahandi地区的村庄进行了空间分析和采样，包括以下主要内容：

1. 选择了Kalahandi地区的村庄，并对非农作物区域进行了遮罩处理。
2. 计算了农作物生长季节内的最大叶面积指数（LAI）。
3. 计算了Kalahandi地区各村庄的平均最大LAI。
4. 确定了低、中和高最大LAI的阈值，并将村庄分为三个等级。
5. 选择了15-20个村庄，并计算了它们的质心坐标，保存了村庄名称、区块/乡镇和地区名称。

该脚本通过对印度Kalahandi地区的村庄进行空间分析，实现了对农作物生长情况的采样和分类。",研究利用MODIS数据对植被GPP进行监测，通过K值算法和遥感图像处理，分析不同地区植被生产力的变化。研究区域包括不同植被类型，关注植被GPP异常变化及其空间分布。,"(1) 时间范围：农作物生长季节
(2) 地理范围：印度Kalahandi地区的村庄
(3) 主题任务：农作物生长情况的采样和分类",农作物种植情况；农作物生产力异常变化,农作物产量估算,4,农作物产量估算
9977,script_74424,"该脚本主要针对印度Udham Singh Nagar地区的村庄进行了采样和分析，包括以下主要内容：

1. 选择了Udham Singh Nagar地区的村庄，并对非农作物区域进行了遮罩处理。
2. 计算了农作物生长季节内的最大LAI（叶面积指数）。
3. 计算了地区内各村庄的平均最大LAI。
4. 确定了低、中和高最大LAI的阈值，并对村庄进行了分组。
5. 选择了15-20个村庄，并计算了它们的质心坐标，保存了村庄名称、区块/乡镇和地区名称。

该脚本主要用于空间分析任务，涉及到地区的农作物生长情况和村庄的空间分布。",该文段描述了在印度Kalahandi地区进行的植被覆盖研究。利用遥感数据分析了该地区的植被覆盖情况，得出了植被指数（LAI）和植被覆盖率。研究结果表明，该地区植被覆盖较好，适宜种植15-20种作物。,"(1) 时间范围：无
(2) 地理范围：印度Udham Singh Nagar地区的村庄
(3) 主题任务：空间分析任务",农作物生长情况分析；,农作物生长状况预测,4,农田/农作物空间分布分析
9978,script_74426,"该脚本主要针对印度卡拉汉迪地区的稻田提取进行了空间分析，包括以下主要内容：

1. 导入了卡拉汉迪地区的地理数据，并设定了感兴趣区域（AOI）。
2. 使用Sentinel-2和Sentinel-2云概率数据集进行时间和空间过滤。
3. 创建了云掩膜函数，并对遥感影像进行云掩膜处理。
4. 计算了归一化植被指数（NDVI）和归一化水体指数（NDWI）。
5. 提取了稻田区域，并计算了植被和水体的合成最大和最小后向散射强度。
6. 进行了12天间隔的SAR后向散射图像处理和平滑。
7. 计算了稻田提取的SPRI指数，并进行了可视化展示。

这个脚本主要用于从SAR时间序列数据中提取稻田区域，并计算了SPRI指数，以便进行稻田监测和分析。",该文段描述了在Udham Singh Nagar进行的土地利用变化研究。利用LAI和地理信息技术分析了不同作物类型的土地利用变化，确认了LAI对作物类型和土地利用变化的敏感性，为农业生产提供了重要参考。,"(1) 时间范围：12天间隔的SAR后向散射图像处理
(2) 地理范围：印度卡拉汉迪地区
(3) 主题任务：稻田提取和SPRI指数计算",农作物生长情况分析；,农作物生长状况预测,4,农作物生长状况评估/预测
9979,script_74430,"该脚本主要针对印度西孟加拉邦梅迪尼普尔西区的稻田种植进行了分析和可视化，包括以下主要内容：

1. 导入了梅迪尼普尔西区的行政区划、村庄、作物类型等地理数据。
2. 使用Sentinel-2影像数据计算了梅迪尼普尔西区稻田的EVI（增强植被指数）和GCVI（绿光植被指数）。
3. 对稻田EVI和GCVI进行了空间统计分析，计算了各村庄的平均EVI和GCVI值。
4. 通过可视化展示了稻田EVI和GCVI的空间分布，以及各村庄的产量（以吨/公顷为单位）。
5. 最终将分析结果导出为数据表格，方便后续的进一步分析和决策制定。",该文段讨论了利用SAR和Sentinel-2数据获取植被指数和水体指数，用于监测植被生长和水体变化。通过处理数据，提取NDVI和NDWI指数，分析植被和水体变化。同时，使用SPRI指数监测土地利用变化。,"(1) 时间范围：无
(2) 地理范围：印度西孟加拉邦梅迪尼普尔西区
(3) 主题任务：稻田种植分析",稻田区域提取；稻田SPRI指数计算,农田提取与分类,4,GCVI指数计算
9980,script_74448,"该脚本主要针对印度Rohtak地区的村庄进行了空间分析和数据处理，包括以下主要内容：

1. 选择了Rohtak地区的村庄，并对非农作物区域进行了遮罩处理。
2. 计算了农作物生长季节内的最大归一化植被指数（NDVI）。
3. 计算了各村庄的平均最大NDVI。
4. 划分了村庄的低、中、高NDVI阈值，并选择了15-20个村庄并计算了它们的质心坐标。
5. 将选定的村庄按照NDVI水平分为低、中、高三类，并导出了相应的数据表。

这个脚本主要是为了对Rohtak地区的村庄进行NDVI分析和分类，并最终导出相应的数据表。",使用Sentinel-2卫星数据，对植被覆盖区域进行EVI和GCVI指数计算，分析植被生长状况和植被覆盖度，为农作物生长监测提供数据支持。,"(1) 时间范围：无
(2) 地理范围：印度Rohtak地区的村庄
(3) 主题任务：NDVI分析和分类",稻田产量分析,农田干旱情况分析,4,农田/农作物空间分布分析
9981,script_74556,"该脚本主要针对印度奥里萨邦的稻田产量进行了分析和建模，包括以下主要内容：

1. 导入了奥里萨邦的行政区划和村庄地理数据。
2. 使用Sentinel-2影像数据计算了植被指数（GCVI）和叶面积指数（LAI）。
3. 通过空间连接和空间过滤，将模型产出的稻田产量数据与原始CCE数据进行匹配。
4. 计算了每个村庄的平均LAI和稻田面积，并进行了可视化。
5. 最终将分析结果导出为表格数据，包括了村庄名称、地区、植被指数、叶面积指数和稻田面积等信息。",该文研究了印度Rohtak地区的NDVI变化，通过遥感数据分析了不同季节的植被覆盖情况，发现不同作物类型的NDVI变化规律，为农业生产提供了数据支持。,"(1) 时间范围：无
(2) 地理范围：印度奥里萨邦
(3) 主题任务：稻田产量分析和建模",农作物NDVI计算,农作物种植面积计算,4,GCVI指数计算
9982,script_74594,"该脚本主要针对印度奥里萨邦科拉普特地区的稻田产量进行了分析和建模，包括以下主要内容：

1. 导入了科拉普特地区的地理数据，包括行政区划、村庄边界和土地利用数据。
2. 使用Sentinel-2影像数据计算了植被指数（GCVI）和叶面积指数（LAI），并通过空间分析得出了各村庄的平均指数值。
3. 进行了空间连接和内连接操作，将模型结果与原始稻田产量数据进行匹配和整合。
4. 最终将分析结果导出为表格数据，包括了各村庄的植被指数、叶面积指数和稻田面积等信息。

这个脚本主要用于分析奥里萨邦科拉普特地区的稻田产量模型，并将结果导出以供进一步分析和决策。",使用Sentinel-2卫星数据，结合GCVI和LAI指数，对特定地区的作物生长状态进行监测和分析。通过遥感数据处理和模型匹配，得出不同作物类型的生长情况和相关信息。,"(1) 时间范围：无
(2) 地理范围：印度奥里萨邦科拉普特地区
(3) 主题任务：稻田产量分析和建模",稻田识别；稻田面积估算；植被指数计算,农作物种植面积计算,4,农作物种植面积计算
9983,script_74605,"该脚本主要针对印度奥里萨邦普里地区的水稻产量进行了分析和建模，包括以下主要内容：

1. 导入了普里地区的地理数据，包括土地利用/覆盖数据和行政区划数据。
2. 使用Sentinel-2影像数据计算了植被指数（GCVI）和叶面积指数（LAI），并对水稻种植区域进行了识别和分析。
3. 进行了空间连接和空间过滤，将模型结果与村庄边界进行了匹配，并计算了不同村庄的平均植被指数和叶面积指数。
4. 最终将分析结果导出为表格数据，包括了各村庄的植被指数、叶面积指数和水稻种植面积等信息。

这个脚本主要用于分析普里地区水稻种植区域的植被指数和叶面积指数，并将结果与村庄边界进行了空间连接和匹配，以便进行水稻产量的建模和分析。",利用Sentinel-2卫星数据，对植被覆盖度、叶面积指数等进行监测，实现了对不同作物类型的识别和监测，为农业生产提供了精准的决策支持。,"(1) 时间范围：无
(2) 地理范围：印度奥里萨邦普里地区
(3) 主题任务：水稻产量分析建模",稻田识别；稻田面积估算；植被指数计算,农作物种植面积计算,4,农作物种植面积计算
9984,script_74610,"该脚本主要针对印度安古尔地区的稻田分类和面积估算进行了分析和可视化，包括以下主要内容：

1. 导入了安古尔地区的地理数据和印度土地利用/土地覆盖数据。
2. 使用Sentinel-1和Sentinel-2数据进行稻田分类和洪涝监测。
3. 通过遥感数据计算了稻田面积和可能稻田面积，并导出了相关结果。
4. 对稻田分类结果进行了验证，并计算了验证的准确性。
5. 创建了交互式图表，用于在地图上点击点位查看Sentinel-1数据的变化趋势。

这个脚本主要用于分析和监测安古尔地区的稻田情况，以及对稻田面积进行估算和验证。",使用Sentinel-2卫星数据，结合GCVI和LAI指数，对植被覆盖和生长状态进行监测和分类，包括水稻、玉米等作物。研究区域可能位于农田或植被覆盖较多的地区，目的是获取植被生长信息，为农业生产提供支持。,"(1) 时间范围：无
(2) 地理范围：印度安古尔地区
(3) 主题任务：稻田分类和面积估算",稻田识别；稻田面积估算；植被指数计算,农作物种植面积计算,4,农作物种植面积计算
9985,script_74613,"该脚本主要针对印度Dhenkanal地区的稻田分类和面积估算进行了分析和可视化，包括以下主要内容：

1. 导入了Dhenkanal地区的地理数据，并对其进行可视化。
2. 使用印度土地利用/土地覆盖数据集（LULC）和GFSAD30数据集进行土地利用分类和遥感影像裁剪。
3. 分析了2020年Dhenkanal地区的Sentinel-2影像数据，计算了NDVI标准差，并创建了NDVI标准差的遮罩。
4. 使用COPERNICUS/S1_GRD数据集进行SAR影像分析，提取了稻田洪涝和稻田生长期的SAR特征。
5. 基于SAR特征、NDVI标准差遮罩和土地利用分类，对稻田进行分类和面积估算。
6. 通过图表和地图交互界面，展示了验证数据点的分类结果和SAR数据的时间序列变化。

这个脚本主要用于分析Dhenkanal地区的稻田分类和面积估算，以支持农业监测和土地利用规划。",该文段介绍了利用Sentinel-1和Sentinel-2数据进行土地利用监测。通过数据融合和分析，实现了对土地利用变化的监测和验证，为农业生产提供支持。同时，还提到了利用这些数据进行作物类型的识别和监测。,"(1) 时间范围：2020年
(2) 地理范围：印度Dhenkanal地区
(3) 主题任务：稻田分类和面积估算",稻田识别；稻田面积估算,农作物种植面积计算,4,农作物种植面积计算
9986,script_74622,"该脚本主要针对印度Kendujhar地区的稻田分类和面积估算进行了分析和可视化，包括以下主要内容：

1. 导入了Kendujhar地区的地理数据，并进行了地图可视化。
2. 使用印度土地利用/土地覆盖数据集（LULC）和GFSAD30数据集进行土地覆盖分类和稻田识别。
3. 通过S1雷达数据进行洪涝和稻田生长情况的监测，并计算了稻田面积。
4. 对稻田面积进行了导出和存储，并使用缓冲区分析对稻田数据进行验证。
5. 创建了交互式面板，可通过点击地图上的点来查看相应位置的S1雷达数据变化趋势。

这个脚本主要用于稻田分类和面积估算，以及对稻田数据进行验证和可视化。",该文描述了在印度Dhenkanal地区，利用Sentinel-2和SAR数据进行土地利用/覆盖分类和NDVI监测。通过GFSAD30数据和NDVI标准化，分析了2020年的土地利用变化。研究表明SAR数据可用于监测NDVI和土地利用变化。研究对农业和土地管理具有重要意义。,"(1) 时间范围：无
(2) 地理范围：印度Kendujhar地区
(3) 主题任务：稻田分类和面积估算",稻田识别；稻田面积估算,农作物种植面积计算,4,农作物种植面积计算
9987,script_74638,"该脚本主要针对印度Nagappattinam地区的水稻种植进行了分析和可视化，包括以下主要内容：

1. 导入了Nagappattinam地区的地理数据，并对其进行可视化。
2. 使用印度土地利用/土地覆盖数据集（LULC）和GFSAD30数据集进行水稻种植区域的识别和分类。
3. 利用雷达影像数据（S1）和卫星影像数据（S2）进行水稻种植区域的监测和分析。
4. 通过图表和验证数据对水稻种植区域的分类结果进行了评估和可视化。

该脚本主要关注于对Nagappattinam地区水稻种植区域的识别和分类，并提供了相关的数据分析和可视化结果。",该文段讨论了使用遥感数据对印度Kendujhar地区的土地利用/土地覆盖进行分类和监测。通过S1雷达数据和GFSAD30数据，实现了对不同作物类型的识别和变化监测。这项研究强调了遥感数据在土地管理和农业监测中的重要性。,"(1) 时间范围：无
(2) 地理范围：印度Nagappattinam地区
(3) 主题任务：水稻种植区域的识别和分类",稻田分类；稻田面积估算,农作物种植面积计算,4,农作物种植面积计算
9988,script_74648,"该脚本主要针对印度Davanagere地区的稻田最大叶面积指数（LAI）进行了分析和可视化，包括以下主要内容：

1. 导入了Davanagere地区的行政区划数据和全球粮食安全数据集（GFSAD）进行稻田识别。
2. 使用MODIS数据集获取了2016年至2020年8月至12月的稻田最大LAI，并计算了每年每个村庄的平均最大LAI。
3. 通过图表和地图可视化了Davanagere地区每年稻田最大LAI的变化趋势，并导出了相关数据。
4. 计算了每年每个村庄的稻田最大LAI的标准差，并导出了相关数据。
5. 计算了Davanagere地区稻田最大LAI的年度平均值和标准差，并导出了相关数据。

这个脚本主要用于分析Davanagere地区稻田的生长情况，为农业生产和土地利用规划提供数据支持。",在印度Nagappattinam，利用LULC和GFSAD30数据，通过S1和S2卫星影像识别水稻种植面积，验证了水稻种植分布。研究结果可为农业生产提供数据支持。,"(1) 时间范围：2016年至2020年8月至12月
(2) 地理范围：印度Davanagere地区
(3) 主题任务：稻田最大叶面积指数（LAI）分析",水稻种植区域识别,农作物灌溉区域分析,4,农作物生长状况评估/预测
9989,script_74694,"该脚本主要针对印度东戈达瓦里地区的稻田最大叶面积（LAI）进行了分析和可视化，包括以下主要内容：

1. 导入了印度行政区划和村庄地理数据。
2. 使用全球粮食安全和农业数据（GFSAD）进行稻田识别和可视化。
3. 利用MODIS数据集计算了2016年至2020年稻田Kharif季节（8月至12月）的稻田最大LAI，并对每个村庄进行了平均值计算。
4. 通过图表和地图可视化了每年稻田最大LAI的变化趋势，并导出了相关数据。

该脚本主要用于分析和可视化东戈达瓦里地区稻田的生长情况，为农业生产和土地利用提供了重要的空间信息。",该文研究使用MODIS数据分析印度Davanagere地区2016-2020年的植被覆盖变化，计算每个月的LAI值，并比较不同作物类型的平均LAI值，为农业生产提供支持。,"(1) 时间范围：2016年至2020年
(2) 地理范围：印度东戈达瓦里地区
(3) 主题任务：稻田生长情况分析",稻田生长状况分析,农田干旱情况分析,4,农作物生长状况评估/预测
